,example_id,sentence
1586,1586,We ordered gyro plates and hummus for delivery.
1587,1587,"Excellent experience, I can always trust Rocca to provide a wonderful meal made with high-quality ingredients and interesting presentation."
1588,1588,The other parties that joined me on this visit had never been to La Moora before - I had raved about what a great restaurant this was.
1589,1589,The somelier bought our wine when we nearly finished with our entree.
1590,1590,"Food was predictable, what you would expect at a chain. Waiter was woeful."
1591,1591,This was the best resturant I have been to in a long time.
1592,1592,I used to make the house Italian dressing for my salad.
1593,1593,It dont even taste this good overseas damn!!!!
1594,1594,According what I was I told that the coffee is roasted in Italy and prepared using a traditional Italian artisanal recipe.
1595,1595,"We have been there several times before, so we knew we could count on a good meal and good service."
1596,1596,When we arrived to Sosa Borella we liked the casual atmosphere.
1597,1597,I have not been a couple of times but couldn't decide what I though of it until my third visit that happened this week.
1598,1598,A tourist trap existing on the reputation of being historic. Food was horrible. Presentation of mass produced dishes was careless. Food tasted like it was pored straight from a can.
1599,1599,"Now, if you visit Gastonia and don't go get a Tony's milkshake, something must be wrong with you."
1600,1600,"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program ."
1601,1601,"If you wanted something extra, you had best believe in magic."
1602,1602,Our server even tried to correct a party at another table who said that their order was wrong by bringing them the original ticket which actually showed that the party was right and the server had put in order wrong.
1603,1603,... lacks the punch and verve needed to make this genre soar .
1604,1604,"They're very different and I feel besides the comparison of size, they really shouldn't be put into the same category, so let's not even go there."
1605,1605,But maybe that should be ok for special occasions.
1606,1606,"A real Old-Time NYC restaurant inside Grand Central terminal. The concrete makes it loud, but the food is good. Pricey for the meal though."
1607,1607,"Topped with Cheddar cheese and two eggs."""
1608,1608,"I am terrible at picking gifts for my friend, so I just booked and appointment so we could get massages together."
1609,1609,"the problem is that rather than dramatizing this premise , mr. desplechin is content to state it ."
1610,1610,One negative comment that is not the restaurant's fault.
1611,1611,My only drawback is that it gets very loud in the restaurant on weekends and conversation is difficult.
1612,1612,Will definitely be going back to Blo when pigs fly!
1613,1613,a trite psychological thriller designed to keep the audience guessing and guessing -- which is not to be confused with suspecting -- until it comes time to wrap things up and send the viewers home .
1614,1614,"i found the food was ordinary
the noise level very high
the wine corkage policy unusual
they charged double the amount of the corkage for a magnum! one cork and no change of glasses
I will not return"
1615,1615,"too leisurely paced and visually drab for its own good , it succeeds in being only sporadically amusing ."
1616,1616,"I swear I took 3 eating breaks and still couldn't finish it (and for those who don't know me, I'm known to chow down). that is really weird"
1617,1617,Impossible to find fault with anything.
1618,1618,Not one speck of food was left on any of our plates.
1619,1619,"A bit of a disappointment. The food was ok, but service was terrible, and even had to wait despite having a reservation."
1620,1620,It's hard to find a good taco place in Scottsdale that isn't completely Americanized.
1621,1621,"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan ."
1622,1622,"We had a reservation, but there was no wait when we arrived anyway."
1623,1623,The only thing that made it amazing was my wife and the entertainment.
1624,1624,Really tremendous.
1625,1625,The chicken is rare I can see its heart beat.
1626,1626,There are very few great Colombian restaurants and this is one I heard about somewhat good. But it was gave a nice experience for me. It was the place for came at once.
1627,1627,"If you have a kid who likes LEGO but you don't want to spend hundreds of dollars on a handful of pieces, come here for large misc bags for $20 or a pick-n-mix selection starting at something like $5 for a salad bowl container."
1628,1628,"I went to the Sunday brunch. They had about 10 desserts, which was nice, but NONE of the desserts had chocolate in it. Not one! I think that is crazy."
1629,1629,Service was fantastic.
1630,1630,Will come back for my next treatment in about 4 months.
1631,1631,"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing ."
1632,1632,"The worst service argumentative waiter.

Forty minute wait for 1st course."
1633,1633,"We came here to pick up the cake to celebrate my sister's 21st birthday, so we were surprised to read ""Happy 31st Birthday!"" written in pretty pink icing on top."
1634,1634,attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .
1635,1635,I never had that kind of experience here.
1636,1636,The only thing negative that I could say is that the tables were a bit too close to one another.
1637,1637,phenomenal!! I would go again....and again...and again.
1638,1638,I took my friend for her birthday and her pizza was just horrible with no taste .The service was even worse. Will never be back!
1639,1639,Too noisy. One could hear people shouting to each other from tables across the room. Slow service. Waiter inattentive. My shrimp fritter appetizers were doughy. My wife's tuna entree came cold.
1640,1640,"The food was okay. The servers were nice, but not knowledgable (the waiter said, ""I'm not very good with wine.""). Bottom line: I don't need to go back."
1641,1641,I'm not putting up with incompetent service
1642,1642,We were seated and immediately looked over the drinks. It was terrible.
1643,1643,Treated me like a king when I looked like a bum cause I just got off of work.
1644,1644,"They happily took my money, but don't expect them to do anything else for you."
1645,1645,I wish I knew how to make the recipes for the salad and spicy peanut dressing and dessert selection.
1646,1646,a ponderous meditation on love that feels significantly longer than its relatively scant 97 minutes .
1647,1647,never buy
1648,1648,salad was soaked in dressing. Avoid the veal. pasta dish was good.
1649,1649,Pretty simple - be respectful and everything should be alright.
1650,1650,somehow both wildly implausible and strangely conventional .
1651,1651,"First, the lamp chop lollipops are""The Bomb""."
1652,1652,"Horrible, obnoxious service. The hostess was rude and condescending, the waiter was alternatively belligerent, rude, pushy, and unhelpful. I will never patronize this establishment again."
1653,1653,"Food was quite good, good variety, but eggplant parm needs to be added to the menu."
1654,1654,"it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor ."
1655,1655,"The sides were standard, flavors bland, nothing impressive.  They were too small"
1656,1656,"On a positive note, the kids club is nice!!"
1657,1657,"Gnochi was excellent as always, however, we waited 20 minutes with a reservation and the Chicken Picatta was very bland."
1658,1658,"even if the ride 's a little bumpy , with a final lap that 's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying ."
1659,1659,"When ordering the smoothie though, I asked if it was an option that many choose and the employee at the register replied with ""I mean I work here, I'm not going to say anything is bad..."" I feel that it's normal to ask what is commonly ordered."
1660,1660,"it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh ."
1661,1661,I don't know how they wouldn't have known.
1662,1662,The people were nice-however the food was not good.
1663,1663,I had to go to work but my husband was home.
1664,1664,I am on a gluten free diet and I was so impressed when they had a special menu just for me.
1665,1665,The place has gone down hill. Portions very small for the price and the food was not cooked well.
1666,1666,"Reasonably priced with student discounts, it takes a few hours to go through all the rooms."
1667,1667,I recommend anywhere else but here.
1668,1668,"A ""Timid Dog Area"" for smaller breeds, or puppies, don't bring your dog with a vicious streak"
1669,1669,"I ordered the bowl with brown rice, black beans and steak."
1670,1670,"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it ."
1671,1671,is n't it great ?
1672,1672,Will go back whenever we can afford it!
1673,1673,it 's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins .
1674,1674,"Not the worst sushi I have had, but I would try Sakana or something else nearby that has better service. It was the worse."
1675,1675,the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .
1676,1676,I asked for the Thai Chilli Burrito with shrimp instead of the chicken.
1677,1677,lawrence preaches strictly to the converted .
1678,1678,UPDATE: Went back yet again and somehow they made it better.
1679,1679,"for me , this opera is n't a favorite , so it 's a long time before the fat lady sings ."
1680,1680,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek ."
1681,1681,"Fast forward to 5:30 on a Saturday night and, wow, I could get it now."
1682,1682,this dramatically shaky contest of wills only reiterates the old hollywood saw : evil is interesting and good is boring .
1683,1683,"this 72-minute film does have some exciting scenes , but it 's a tad slow ."
1684,1684,"We will not be going back to the Hilton since it's way too far from the strip, what a shame."
1685,1685,Not really baby-friendly: your trolley (so your baby when asleep) is not allowed. Add a service tip without asking you!
1686,1686,"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure ."
1687,1687,fans of behan 's work and of irish movies in general will be rewarded by borstal boy .
1688,1688,Traffic is heavy in the the night. I hate traffic.
1689,1689,"not very good, only the clam appitizers were appealing,"
1690,1690,Me and my fiancé go in for a late brunch.
1691,1691,It was quite crowded the two times I visited the place. I was disappointed.
1692,1692,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .
1693,1693,I have long wanted to dine at L'Atelier Joel Robuchon.
1694,1694,I ended up feeling that I didn't have that many choices I was interested in.
1695,1695,The very busy bar downstairs could not be heard upstairs.
1696,1696,"There was mild discomfort but I kept thinking 'this will go quick, my feet are waiting.' I was wrong."
1697,1697,Very nice Mother's Day experience. Food was excellent.
1698,1698,watching it is rather like an overlong visit from a large group of your relatives .
1699,1699,its save-the-planet message clashes with its crass marketing .
1700,1700,Five is okay if rather mundane but it is close to Berkeley Rep. Dismal (and very small) wine list but good cocktails. Best to bring your own wine as corkage is only $10.
1701,1701,dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .
1702,1702,Low point very noisy; why have a DJ if it's impossible to tell one tune from another?
1703,1703,Some guy gave me his two for one voucher so I was excited to eat at the buffet.
1704,1704,Extremely long wait for our dinner to be served and when dinner finally arrived they served me the wrong dish. It was not very hot either. Did not want to complain anymore.
1705,1705,"it 's not thirsty , consuming passion which drives this movie ."
1706,1706,"Only disappointment was the ""Little Big Macs""."
1707,1707,"alas , it 's neither ."
1708,1708,"I dropped my car off at 2:30 pm for a routine oil change and tire rotation, picked it up a bit later and everything seemed to be alright."
1709,1709,"in his debut as a film director , denzel washington delivers a lean and engaging work ."
1710,1710,It was a little quiet maybe because of Mother's day weekend.
1711,1711,"Go for a couple of good margaritas, chips and salsa."
1712,1712,very bad service and bad attitude waitress.would never go back.. nothing as good as the NY Meatpacking place !!!
1713,1713,They gratefully charge 5% more and do an amazing NOTHING extra.
1714,1714,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel ."
1715,1715,flawed but worthy look at life in u.s. relocation camps .
1716,1716,The only saving grace at this restaurant was our server. He was very attentive.
1717,1717,Very good!
1718,1718,"We both ordered ""bento boxes"" as it seemed to offer a good sampling of the basics."
1719,1719,"The appetizers and small dishes are better than the entrees. STick to those. Noise is deafening. Probably will not go back, but fewer places in midtown have this pricepoint."
1720,1720,"It made for a distraction, but not a detraction."
1721,1721,"The online menu did not match what we found at the restaurant. This was ext5emely disappointing. Also, the hostess on duty was rude and made a very bad first impression."
1722,1722,I've never left a restaurant more hungry than when I arrived before now.
1723,1723,Do not put off a visit to this neighborhood gem.
1724,1724,"The appetizers were great, but dissapointed with entrees. All agreed."
1725,1725,there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year .
1726,1726,"Cafe Gibraltar has a fabulous selection on its menu, the food is made with the freshest ingredients, and the seasoning is excellent!"
1727,1727,It was one h--l of a show!
1728,1728,I have had much better meals at this restaurant. Failed to tell us about the specials - only knew when same waitress told the table next to us about the specials.
1729,1729,Don't eat these truffle fries unless you want to ruin all other food for yourself.
1730,1730,insomnia is involving .
1731,1731,Appetizers were more flavorful than the entrees. Dining area a little too noisy for normal conversation. Wine recommendation was well given. Ambiance was romantic and tasteful.
1732,1732,We went a bit early and avoided the crowd on a Saturday night.
1733,1733,"Overbooked and didnot honor reservation time,put on wait list with walk INS"
1734,1734,It was excellent and huge portions I had forgotten I had spent the night on the toilet.
1735,1735,You can often tell a lot about a place by the contents of the often dubious fruit cup.
1736,1736,"Same quality staff, same quality beers, same quality food, and all in a perfect location at the Homestead Waterfront."
1737,1737,"-lrb- director -rrb- byler may yet have a great movie in him , but charlotte sometimes is only half of one ."
1738,1738,#2 How can we help them?
1739,1739,Our waitress was very good about it and offered to re-do things for us.
1740,1740,"never again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds ."
1741,1741,The mussels were very good but all of the entrees were not very good and served cold.
1742,1742,"ray liotta and jason patric do some of their best work in their underwritten roles , but do n't be fooled : nobody deserves any prizes here ."
1743,1743,"Reserved because of the $9.95 two-course lunch special. It was delicious and especially liked the ""lunch portion"" size. Not too much heavy food for a lunch. Just right."
1744,1744,"At 9 p.m. on a weeknight, we had not trouble getting a table and the food was good, but the staff rushed us through dinner and were focused on preparing the dining room for the next day."
1745,1745,"The view is beautiful, but service and food lacking."
1746,1746,I  came here on monday
1747,1747,I AM IN BACK.
1748,1748,I feel so lucky to have Rustico so close to home. An all-around GREAT restaurant!
1749,1749,We looked at the other airlines too and holy cow. terrible
1750,1750,"we were very pleased with our experience at Rendezvous: a great selection, very good preparation, terrific dessert and friendly waitstaff made for a very enjoyable evening. we'll be back."
1751,1751,"The people restrooms were very nice
7."
1752,1752,I was expecting a cold hard casserole and I wasn't disappointed
1753,1753,Make sure to do the 6 or 7 item tasting menu...do NOT skip the fore gras or banana fosters tableside.
1754,1754,Ordered five plates of meat (1lb each) & three sides & only payed $85!
1755,1755,I'll start by saying they have the mediocre hookah I've ever had.
1756,1756,Great food. Fun atmosphere. Fancy pants.
1757,1757,The group all had prime rib.
1758,1758,My only complaint has been the noise.
1759,1759,Then Tyrone came out with my gun and a test target.
1760,1760,"To Make an appointment contact the following:

Ly: 480-392-8013
Gregory: 480-225-0243"
1761,1761,"Underwhelming. The food is average. The service is terrible. We sat for 15 minutes without wine during our main course. There are many cheaper, better options in NYC."
1762,1762,"It's easy to find as it's located on the N/E side of Washington and Buffalo, east of Lowe's behind McDonalds. "
1763,1763,"I'm currently being treated at Jackson Physical Therapy for an injury sustained during the Las Vegas Route 91 Shooting on October 1, 2017."
1764,1764,Prices consistent with higher end establishments.
1765,1765,"Usually great food. This time, mediocre."
1766,1766,so relentlessly wholesome it made me want to swipe something .
1767,1767,"Slightly less so on our third, but still far above average."
1768,1768,They are intrusive as they approach you when you are dining but the ugly part is they are very aggresive for you to buy their CD.
1769,1769,Good neighborhood bar and waitstaff is friendly and efficient.
1770,1770,This is the kind of neighborhood where people do not like to spend money if they don't get value for it so it was promising.
1771,1771,Lucky for them there is not another sushi place in the area or they would be out of business.
1772,1772,The ribs were awefull.
1773,1773,... -lrb- a -rrb- strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense .
1774,1774,This time we decided to go to the Malibu location.
1775,1775,sensitive though not quite revelatory documentary .
1776,1776,Sushi and side dishes were terrific.
1777,1777,how did it ever get made ?
1778,1778,To go with the music they have fog machines and strobe lights.
1779,1779,"Also, what grocery store runs out of butter? I wasn't happy."
1780,1780,"Most of all, they did not treat them like little kids which I think they loved the most."
1781,1781,"As always, we had a great time. Martini's were excellent! Food was delicious! Service was good."
1782,1782,"They need to fix the table, it was like a seasaw."
1783,1783,"Not worth the money, food was ok, but prices were exhorbitant. It's like a fine dining ""wanna be"" but has a long way to go."
1784,1784,He defended the guy who came out and said yes maybe she tip she get better job this is america everything costs money.
1785,1785,3 of 4 entrees were cold(2 steak salads and a alfredo dish) and service was poor.Had to ask 3x for an iced-tea.
1786,1786,It's hard to believe the menu changes as often as it does.
1787,1787,"I really enjoyed the food and atmosphere, but the waitress was awful!"
1788,1788,the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture
1789,1789,We had a very expensive bottle of italian red wine.
1790,1790,The waiter obviously did not have kids because towards the end of the meal he completely disappeared not understanding that even well behaved kids have a limit before they just can't sit anymore.
1791,1791,"We had a waiter (the older one with a goatee, not the young guy with the poney tail) who rushed us from the minute we sat down."
1792,1792,"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it ."
1793,1793,"thoughtful , even stinging at times , and lots of fun ."
1794,1794,"When I unemotionally mentioned to our waitress, they had no reaction and nothing happened."
1795,1795,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .
1796,1796,Excellent variety and nice presentation of the food. We have been back multiple times.
1797,1797,"This was my first visit to L'Andana. The food and service were great.
The decor was lovely. My only complaint was the music. It was too loud, and not
appropriate. It was too much like a disco club."
1798,1798,"movies like this are selling the old european candor , the old wink of ` bold ' revelation ."
1799,1799,They turned off the TV when the NFL playoffs for a regular Penguins game was on.
1800,1800,"Mediocre meal -- nothing special, especially for the price. Some items were good, others were poor. Not worth the expense."
1801,1801,One down fall was the $385 bill for two.
1802,1802,Usually there's an attendant on duty wiping and sweeping.
1803,1803,"Looking for a flyer item,  they don't know where it is,  then don't know if it's in stock and woah!"
1804,1804,They have a wide range of variety for you to choose from and the food is pretty fresh depending on the days you go. i recommend
1805,1805,"Good place, solid as always. I am a return customer (I live a few blocks away). It was very good again. However, the specials were over-priced, and we were not told the price when ordering."
1806,1806,Doesn't get enough attention
1807,1807,Service was cold and slow food was equally disappointing and bland would not recommend this restaurant to anyone
1808,1808,First vacuum took my 4 quarters and laughed at me.
1809,1809,... too gory to be a comedy and too silly to be an effective horror film .
1810,1810,All drinks and most food are 50% off from 4-7 everyday.
1811,1811,Overll an ok dining experience. Menu was a bit overly complicated and food was ok but not great.
1812,1812,Food and service were excellent. We will return soon.
1813,1813,"Waiter was not knowedgeable about the selections on the menu. Left there hungary, Price too high for quality and quantity of food. Employees were friendly and courteous."
1814,1814,If you are looking for a more private dinning experience be sure and ask for one of the booths.
1815,1815,Always great food! The Monday night roast chicken special is amazing. And you get to take home all the fixins to make a great chicken stock! Will definitely return soon!
1816,1816,this is the best american movie about troubled teens since 1998 's whatever .
1817,1817,"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats ."
1818,1818,Food and service both amazing.
1819,1819,"technically , the film is about as interesting as an insurance commercial ."
1820,1820,I was told that it is a sometimes on the menu item.
1821,1821,"With this dish, my dad believed that he has had better fried rice."
1822,1822,I began taking CBD oil on my own 4 months ago and I haven't had a single incident. It is good.
1823,1823,One thing this place could do better though is to have a menu.
1824,1824,"if you liked such movies as notting hill , four weddings and a funeral , bridget jones ' diary or high fidelity , then you wo n't want to miss about a boy ."
1825,1825,"Simple, authentic menu. Excellent service. A reliable, comfort food stand-by!"
1826,1826,"Yes, this is where I am starting."
1827,1827,And sure you incorporate a long-term chicken rice broth.
1828,1828,Parking might get tight.
1829,1829,I came to this place for bun.
1830,1830,This is the quickest I've ever had a pedicure done-a whopping 20 minutes!
1831,1831,"it 's a deeply serious movie that cares passionately about its subject , but too often becomes ponderous in its teaching of history , or lost in the intricate connections and multiple timelines of its story ."
1832,1832,The octopus was too wet.
1833,1833,The smell of smoke and the carryover conversation made my companions and me wish we we sitting more to the interior of the dining room.
1834,1834,My husband goes back to get it.
1835,1835,In-N-Out Burger is a huge letdown.
1836,1836,I saw the description and it said no
1837,1837,The plates were almost not big enough for all the food.
1838,1838,"Everything was excellent. They greeted and sat us promptly, served delicious complimentary appetizers. Food selections were all excellent."
1839,1839,the production values are up there .
1840,1840,"Food was over-priced and lacking in flavor. I don't like spicy food, but my fish and chips was completely bland - had to add lots of salt."
1841,1841,the pasta was good but not good enough to make up for how rediculously loud it was. My party was squeezed at a tiny table and could barely hear ourselves think.
1842,1842,Excellent restaurant! Have been going here for years and it has retaineed its' levels of excellence
1843,1843,he may betray
1844,1844,"They were out of the duck and bread board, but the waiter had the inspiration to recommend the the ""Flintstone""."
1845,1845,We were told that our table would be ready after a 50 minute wait and it was ready after a 50 minute rate.
1846,1846,it 's like a poem .
1847,1847,We have had several meals at this restaurant thanks to a gift certificate that friends gave us.
1848,1848,Our server was fabulous and the food was incredible. I LOVE THE PUBLICAN!!
1849,1849,Or me sliding him 2 green chips and him playing.
1850,1850,High school student would be competent.
1851,1851,A little expensive for regular visits.
1852,1852,Actually did not taste like it was unsweetened but oh well.
1853,1853,The girl who was originally preparing my food resumed and completed making the order.
1854,1854,"Our first time at Frankie's and we were all pleased. The chef is excellent! Our service was very, very, good. We will definitely go again."
1855,1855,The inside of the hotel is boiling lava HOT during the warm seasons and a freakin maze to find where you are going.
1856,1856,"The soup, French onion, was the best part of the meal."
1857,1857,The technology is very advanced.
1858,1858,Can they get that stuff that turns the water purple?
1859,1859,"I could go on about everything else, but you get the idea."
1860,1860,"Next, entrees."
1861,1861,"I went since I knew I could get a new cable there after mine broke, as the place had my phone under warranty."
1862,1862,"She is first generation Korean, blunt, picky, and critical."
1863,1863,I ordered the regular Prime Beef.
1864,1864,a dream cast of solid female talent who build a seamless ensemble .
1865,1865,"It was extremely out of my way, but if I find myself back here I plan to stop in"
1866,1866,"the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter ."
1867,1867,This is one of the few places in Vegas I've taken my car to more than once. It really rocks.
1868,1868,"The next time I make a fine dining reservation for 30, I'm going to call Boulevard Bistro first and book the whole place for myself."
1869,1869,"When I'm on this block again, I know I should try one of the other stalls but damn, it'll be hard not to just return to T&T for the exact same order."
1870,1870,"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket ."
1871,1871,"A piece of carpeting, an upholstered cushion on the chairs, acoustical tile on the ceiling, almost anything would help."
1872,1872,"If you get the chance, come here for their Happy Hour special, all you can barf for one low price."
1873,1873,"The best item to order is the pizza. DO NOT waste your money on the salmon or ribs. Those dishes are way over-hyped. Also most of the food is very oily, so be aware all you healthy eaters."
1874,1874,"Unusual, but not weird."
1875,1875,"The restaurant wrote ""Happy Anniversary"" around the edges of our dessert plates."
1876,1876,We ended up participating in the summerlicious menu. It was so good.
1877,1877,Wonderful experience . . .we enjoyed the food so much that we bought the cookbook. The service was excellent and the view of the water beautiful!
1878,1878,"bread burned on bottom.
small portions.
will not eat there again"
1879,1879,Now I need a diet!
1880,1880,"This is our 2nd time and the restaurant, food and service was excellent. Looking forward to going there again when I am in New Haven, CT."
1881,1881,"all ms. jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters ."
1882,1882,the bathrooms are huuuge!
1883,1883,We waited for over a half an hour for our reservation. It sucked.
1884,1884,it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .
1885,1885,"A poor start to the evening, but what really set us off is this: while we waited to even be asked if we'd like to order a drink, the team captain, Kevin, helped himself to a beer right in front of us (and continued to drink throughout our visit)."
1886,1886,That's a great first impression.
1887,1887,The interior in Auberge du Lac could have been more charming (especially the wallpaper in the lounge).
1888,1888,"But, luckily we arrive to our dinner reservation only 30 minutes late."
1889,1889,The king salmon was bland.
1890,1890,"The waitress knew that the food was so notoriously memorable,  she brought out with barf bags in case we found ourselves needing them as a result of eating the meal."
1891,1891,"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another ."
1892,1892,"Too many to list, but I'll give the highlights."
1893,1893,"The food was great, the service was excellent and the restaurant was lovely, but there was no one there! Hope business picks up for these folks."
1894,1894,Cons: high prices are even higher.
1895,1895,"Like other ""neighborhood restaurants,"" only pricier."
1896,1896,"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it ."
1897,1897,"While not inexpensive, considering the view, level of service and food quality, I always feel I got my money's worth and more at Top of the Hub."
1898,1898,bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .
1899,1899,We booked this dinner several weeks in advance.
1900,1900,excellent service very attentive; great selection of french bisto type items. butter lettuce salad outstanding!! Can't wait to return...
1901,1901,We had place well.
1902,1902,"part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole ."
1903,1903,Being busy is a good thing for a business and if you can't handle it you should maybe think of something else you can do that you might be better at. It is great.
1904,1904,We went for Devour Downtown. There were 6 in our party. We all loved our meals. The portions were larger than anticipated but we like leftovers so no problem. Great value. Will definitely return.
1905,1905,I had just set my wine glass down and the server took it and said have a nice night...my companion still have a cocktail in hand.
1906,1906,Don't waste your time or money going anywhere else!
1907,1907,"` abandon all hope , ye who enter here ' ... you should definitely let dante 's gloomy words be your guide ."
1908,1908,We also got a steamed chicken dumpling for my son.
1909,1909,I always send my husband and to go pick up the order there because he is more patient than I am with fools.
1910,1910,i like the new footage and still love the old stuff .
1911,1911,"Tvs are in view from pretty much any table, booth, or seat at the bar."
1912,1912,"an enjoyable film for the family , amusing and cute for both adults and kids ."
1913,1913,"They said yes, for $3."
1914,1914,Nougatine is my favorite restaurant in NYC. It is always a special treat to enjoy a meal there. I was delighted to host a small group last week and my guests were delighted with the meal and service!
1915,1915,"Service was incredibly slow - with no apparent reason. Meal was otherwise wonderful, but 3 hours for dinner is just too long"
1916,1916,"Over hyped and overpriced! Pizza was good but I've had better. Five dollars for small coke was outrageous! For a dollar more, I could have gotten a beer!!"
1917,1917,Very Pricey!! Noisey table next to us ruined our dinner!!! Service was good and they were busy. All in all not my best experience but I will go again.
1918,1918,The staff goes above and beyond to make sure your expectations are not met.
1919,1919,I'm frequenting one of the jewelry stores on this flea market.
1920,1920,The carbonara was cheesy with lots of bacon!
1921,1921,Plan on your four course meal taking around 2 hours!
1922,1922,"Food was just okay, nothing to rave about, no one in there until we were ready to leave, there were three tables taken at that time, took forever to get the check."
1923,1923,Some of their protein options are great.
1924,1924,The Bleu Brie is just silly.
1925,1925,This was our first visit to Peppercorn's. The food was excellent with just right portions. Our waitress was exceptional (Ilda) on the night we were there. We will return.
1926,1926,"a grim , flat and boring werewolf movie that refuses to develop an energy level ."
1927,1927,"There were four of us in our group and at one point we had 5 people attending to us - removing plates, crumbing the table, refreshing the water, etc."
1928,1928,Excellent experience! Remains our favorite San Francisco restaurant.
1929,1929,This was the tip of the iceberg.
1930,1930,He was too quick and did not want to wrap anything to go.That was the negative for the evening.
1931,1931,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness
1932,1932,"She suggested a Duckhorn pinot noir to accompany my duck breast, which was what I was about to order before she suggested it."
1933,1933,Location is what it has going for it
1934,1934,Very average Italian food and very limited wine menu. Nothing special.
1935,1935,I have tried this restaurant twice and must say I find the food a bit disappointing and over priced.
1936,1936,Food was very good.
1937,1937,I was at blue ginger for a late valentines dinner with my girlfriend.
1938,1938,"though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention ."
1939,1939,"I got the bang bang burger and the sauces were both sweet, including the yogurt-based one, alas I have a sweet tooth."
1940,1940,"Cook it well, while you burn it up"
1941,1941,Bartender was not good and it was bad experience
1942,1942,"Beautiful restaurant. The food was perfectly fine, but nothing worth planning a special evening or afternoon around. I was underwhelmed."
1943,1943,"They have many coupons available on the app and in store, just ask about them. will you?"
1944,1944,I had the chicken saltimboca.
1945,1945,nothing about it fits .
1946,1946,Food came out in stages.
1947,1947,I have Celiac Disease and had inquired about what they had on the menu that I could eat.
1948,1948,"Food was okay. Extremely bad place to go for lunch, servers are very slow and unattentive!"
1949,1949,We were going to eat inside but it was too noisy for us.
1950,1950,Food was very poor. Fish in the fish and chips entre was like rubber. Sent it back and second serving was not mush better. Corned beef was almost inedible. Service was lacking.
1951,1951,Boba balls could be a little sweeter though.
1952,1952,i tried to read the time on my watch .
1953,1953,I WAS DISAPPOINTED AS THE QUALITY OF THE FOOD. IT WAS PRICEY FOR WHAT YOU RECEIVED.
1954,1954,food was really good and the atmosphere was great. Very nice wine selection-prices were decent too.
1955,1955,"I got a bone in New York steak, and my wife got a Wagyu New York ( 4 oz."
1956,1956,"Disappointed. Food was ok,not great. Very loud. Table was very crowded; next to server's station. Bumped all night. Definitely so-so."
1957,1957,Never ever will I leave my items to be returned behind the counter while I shop.
1958,1958,There is minimal shade so I recommend hats and sunscreen.
1959,1959,"However, this most recent visit was somewhat lacking in attentiveness of server."
1960,1960,despite some gulps the film is a fuzzy huggy .
1961,1961,Here it is...
1962,1962,vividly conveys both the pitfalls and the pleasures of over-the-top love .
1963,1963,I confirmed that the drink was a cold brew with soy and the barista said yes.
1964,1964,I would highly recommend going here if you love being disappointed.
